posts,angry,fear,happy,neutral,sad,surprise
“我的素材冰冷地排着长队，不允许我休息片刻，它们越发提醒我生命有限。” 做文案的我，时常被无休止的创作压力逼得喘不过气。#创作压力 #生命有限,0.09,0.18,0.0,0.1,0.57,0.0
东亚文化在我的童年中并不存在，它存在于我心中无法解开的那份“圣母心”。#文化差异 #内心世界,0.0,0.0,0.09,0.6,0.25,0.09
你必须训练你的愿望，若想要某样东西，就先奉献什么。《渴望是神秘的核心》里的这句话让我思考了很久。#欲望与奉献 #深度思考,0.0,0.11,0.25,0.59,0.05,0.0
你是一片大海，而我只是想为你变出一个小岛，归属于你，让你感受宁静的海风。《警句》这句让我深思。#爱与宁静 #内心的海,0.0,0.0,0.53,0.36,0.22,0.0
我感到非常难过，因为我还没有成为一个成熟的职场人。#职场困惑 #成长中的困扰,0.11,0.13,0.0,0.21,0.74,0.0
这个节日应该是要陪伴或思念某个人的吧，可我现在没有这样的人。于是我只能幻想那个想象中的朋友。#孤独与幻想 #思念,0.0,0.12,0.0,0.05,0.97,0.0
妈妈是我最初的灵感源泉，我写了很多关于她的东西，包括文案和歌。她永远是我最深的“insight”。#母亲的爱 #创作源泉,0.0,0.0,0.74,0.25,0.08,0.0
小朋友的爱情简单且纯粹。即便分手，依然会大方互相珍惜，彼此感恩。这让我觉得，成年人为什么就不能这样呢？#爱情 #纯粹,0.0,0.0,0.56,0.19,0.24,0.15
世界的规律就是有人来有人走，有人得到就有人失去。每次经历过这些，我才懂得珍惜。#人生感悟 #失与得,0.0,0.05,0.54,0.35,0.35,0.0
有时候我很内疚，我知道妈妈每天发视频和文章是因为孤独，而我却常常不去回应。#内疚 #与母亲的关系,0.0,0.16,0.0,0.12,0.98,0.0
假[name]的事件有了后续，坏人要落网了，正义也会出现。可是每次看这些新闻，我心里的情绪总是复杂的。#新闻 #情绪复杂,0.37,0.19,0.0,0.13,0.38,0.0
试了卷发，但十分钟后就全直了。看来，卷发的归宿只有定型发蜡！#发型问题 #生活小事,0.06,0.08,0.0,0.36,0.42,0.2
为什么我这么犹豫是否回到老东家？因为这里是我长大的地方，我不想让别人觉得我在把这里当做备胎。#职业选择 #心态,0.0,0.08,0.32,0.4,0.15,0.1
今天上海的云好美，像是油画一样。我分享给了朋友们，觉得这一刻的美好就是我的精神寄托。#自然美景 #心灵慰藉,0.06,0.0,0.95,0.1,0.0,0.0
突然想起以前在广告公司带的小朋友，刚毕业时偷偷藏着不开心。现在想他们了，真的很怀念。#怀念 #成长中的人,0.0,0.0,0.14,0.0,0.86,0.0
“旷野”这个词真的好妙，似乎所有的人生都像旷野一样，有无限的可能与未知。#人生 #旷野的感觉,0.0,0.0,0.66,0.24,0.0,0.16
真的不能和家长住在一起，每次和妈妈时差[NUM]小时，她已经安排了五个相亲对象，我快被逼疯了！#家庭压力 #相亲烦恼,0.79,0.13,0.0,0.0,0.26,0.06
《快乐王子》永远让我哭泣。虽然不知道我是否想做王子，但那份无私的爱，永远触动我内心的柔软。#文学感悟 #爱与牺牲,0.0,0.09,0.68,0.23,0.24,0.0
记得以前的男朋友说我“病怏怏的样子”，虽然我那时状态不好，但我已经尽力给了他最好的自己。#过去的感情 #心痛回忆,0.0,0.06,0.0,0.0,1.0,0.0
无论怎么努力，心里的伤口总是隐隐作痛。每当想到他的话，就像被刺痛一样，情感总是那么脆弱。#情感伤痛 #往事不堪,0.0,0.17,0.0,0.0,1.0,0.0
每天在推敲文案时，我的素材排得整整齐齐，它们提醒我时间的流逝，而我却无法停止自己的工作。#创作压力 #生命的流逝,0.0,0.11,0.09,0.22,0.63,0.0
看着窗外的云，我感到一种无法言说的安慰，这大概就是天赋的平静吧。#自然的治愈 #内心平静,0.0,0.05,0.84,0.17,0.0,0.0
每个人的生活都有无限的选择，我选择了不完美的自己，也选择了不完美的生活。#自我接受 #生活选择,0.0,0.0,0.5,0.32,0.16,0.09
看到朋友分享的美食，我开始想念那些年我们一起吃过的简单菜肴，味道是那么的温暖。#怀旧 #美食回忆,0.0,0.06,0.78,0.0,0.33,0.0
我总是在深夜醒来，心中满是迷茫。为何总是在黑暗中找寻光明？#深夜思考 #迷茫,0.0,0.19,0.0,0.12,0.76,0.12
我一直觉得，生活中很多时候，我们都在追寻一个不切实际的目标，而忽略了当下的美好。#生活哲学 #目标与当下,0.0,0.0,0.08,0.58,0.33,0.0
这个世界太复杂，但每次静下心来，我都能发现一丝平静。也许，这就是我最向往的生活方式。#内心平静 #简单生活,0.0,0.0,0.8,0.24,0.0,0.08
小时候的我总是梦想着成为不一样的自己，而如今的我，依然在追求那个理想中的“我”。#成长的路 #梦想,0.0,0.0,0.82,0.0,0.06,0.09
曾经的某些过错，如今看起来依然会让我反思自己。人生啊，真的是一场不断修正的旅程。#自我反思 #人生旅程,0.0,0.05,0.78,0.1,0.16,0.0
总有一天，我会走出这些回忆，也许会重新发现自己。#成长 #走出过去,0.0,0.0,0.8,0.18,0.12,0.0
生活中常有无法言说的心事，我不愿说出来，只好在寂静中自己安慰自己。#内心世界 #心事,0.0,0.1,0.11,0.21,0.63,0.0
有时候，我多么想问自己，是否活在别人的期待中，而忽略了自己真正的感受。#自我探索 #人生反思,0.0,0.08,0.11,0.36,0.45,0.0
世界上最美好的事莫过于和自己喜欢的人一起，享受那些平凡的时光。#心灵的平静 #幸福时光,0.08,0.0,0.92,0.11,0.0,0.0
