posts,angry,fear,happy,neutral,sad,surprise
休息了一天，觉得头脑不够清醒。然后，继续忙着“放松”，算了，这一周我就当是自己在度假。,0.18,0.0,0.0,0.11,0.74,0.0
最近连出门都懒得穿新鞋。想想看，鞋子没什么特别的，还是自己舒服就好。,0.0,0.0,0.51,0.15,0.35,0.0
面试时人家说你要准备回答一些问题，我直接回答：“问我你就直接问，不用故弄玄虚。”,0.17,0.0,0.26,0.49,0.0,0.11
看到网络上各种热度话题，我开始质疑，自己什么时候开始被这些东西影响了。每次刷手机，感觉自己还不如带着书去看。,0.25,0.0,0.0,0.2,0.37,0.2
最近某个朋友说，成功不等于幸福。然后我思考了下，发现这货的脸比成功还成功。,0.0,0.0,0.34,0.25,0.08,0.34
每次在路上看到广告牌，心想这商家可真能想，居然能把自己的产品拍得这么好，假如我能学会就好了。,0.15,0.0,0.35,0.0,0.0,0.42
最近深深感受到，做一件事的难度，远不如面对别人“期待”来的难。人这一生，最累的可能是忍受他人眼光。,0.0,0.0,0.1,0.16,0.69,0.0
打算做个小项目，结果人一多，事一杂，发现根本做不成。给自己一个充电的理由。,0.12,0.0,0.17,0.14,0.57,0.0
工作不是做得好就能有好结果，而是得有好运。我已经习惯了努力到头无果，再努力一遍，不怕了。,0.0,0.17,0.78,0.0,0.08,0.0
不知道什么时候开始，离开办公室反而成了我最期待的事情，外面的世界比这个地方要自在。,0.0,0.0,0.87,0.0,0.07,0.0
吃了一顿大餐，突然想，平时吃的不就是这点东西么，结果却感觉像是在别人的世界里做了个旅行。,0.09,0.0,0.0,0.16,0.48,0.39
昨天才发现，自己竟然买了三个月的健身卡。想想也就那么回事，练个啥，反正还不如睡觉舒服。,0.12,0.0,0.0,0.0,0.34,0.57
看着别人的婚姻，突然意识到，我需要更多独立的时间。两个人在一起，早晚都可能变成独立的一个人。,0.0,0.0,0.18,0.22,0.58,0.11
出去走一圈，感受到的不是自然的景色，而是心情的轻松。反而不想回到办公室的那种压抑气氛。,0.0,0.0,0.65,0.22,0.25,0.0
对别人炫耀工作时，我有个小疑问：你真的是爱你做的工作，还是爱上了“做”的感觉？,0.08,0.0,0.13,0.28,0.19,0.32
每天上班的途中，看到街上各种活动的广告，突然觉得有点羡慕他们，至少能有时间来“装忙”。,0.0,0.0,0.8,0.0,0.05,0.0
最近看了个纪录片，讲了世界上那些成功的人，发现他们的成功也没那么吸引人。要我看，还是平凡更真实。,0.0,0.0,0.26,0.36,0.31,0.11
小心眼也是种能力，能让我在这个充满竞争的世界里笑得更开心。,0.07,0.0,1.0,0.0,0.0,0.0
今天终于修好了家里的电视，发现原来不是技术问题，而是我不想修理。算了，电视啥的都无所谓。,0.33,0.0,0.0,0.05,0.61,0.21
工作上的困难每次都会让我想，自己也许可以做点别的事情。但想清楚后，还是想回到平凡的生活中。,0.06,0.0,0.23,0.25,0.59,0.0
给自己下了个小目标：生活中减少“做表面功夫”的时间，多点实际的行动。,0.0,0.0,0.42,0.58,0.07,0.06
看了一圈，发现自己真的懒到不行。每次想改变点什么，但最终还是选择了“放任”自己。,0.0,0.0,0.06,0.1,0.68,0.06
继续推掉社交活动，这样反而更享受自己的独立时光，感到有点自由了。,0.0,0.0,0.76,0.23,0.18,0.0
经常看到别人热衷于某个话题，我有时候也会想，或许他们是真的懂。但我只是在想，怎么把时间花得更值。,0.05,0.0,0.21,0.16,0.56,0.0
很久没动过工具了，今天去修了个小东西，结果感到意外满足。也许自己做点事情，真的是最踏实的。,0.0,0.0,1.0,0.0,0.0,0.0
最近再也不怕乱七八糟的想法了，反正时间一久，什么都能忘掉，问题也就自然消失。,0.0,0.1,0.35,0.31,0.4,0.0
看着这个城市的喧嚣，突然想明白了。只有安静的时光，才会让你感觉“活着”。,0.0,0.0,0.35,0.17,0.39,0.07
