posts,angry,fear,happy,neutral,sad,surprise
今天跟朋友开玩笑说，如果可以活在一个永远不需要睡觉的世界，我一定会成为世界上最快乐的人！💃,0.0,0.0,0.96,0.0,0.0,0.05
每次做决定都感觉自己很果断，突然觉得自己像个不怕失败的冒险家。🎢,0.0,0.0,0.92,0.07,0.0,0.0
早上起来第一件事就想去喝一杯咖啡，这已经成为我不愿意放弃的每日仪式了！☕️,0.0,0.0,0.82,0.14,0.0,0.1
也许我并不完美，但我就是想要尽情地享受每一个瞬间，做我自己！✨,0.0,0.0,0.98,0.0,0.0,0.07
这么多年的社交经验，我竟然发现，真心的朋友，才是最值得投资的“资产”！💰,0.0,0.0,0.49,0.0,0.09,0.43
看着别人谈恋爱，我也突然想拥有一个可以笑到没心没肺的男朋友，感情不复杂，甜就好！💏,0.06,0.0,1.0,0.0,0.08,0.0
爱上一个人真的会改变你对世界的看法，心跳加速的时候一切都变得不同！💓,0.0,0.0,0.9,0.1,0.0,0.12
今天跟朋友聊了好多，有些话说出来才觉得轻松，我总是藏不住心里的情绪，真的是个情感丰富的星座！🌟,0.0,0.0,0.97,0.0,0.0,0.07
我超级喜欢那种可以把一天的疲惫消耗掉的小活动，比如看一场搞笑电影，或是和朋友喝两杯！🎤🍸,0.0,0.0,0.93,0.1,0.0,0.07
有时候觉得自己活在梦里，总是充满了惊奇和期待，生活就是一场精彩的大冒险！🌈,0.06,0.0,0.92,0.0,0.0,0.14
我就是那种超级无聊时随便跟人搭话也能聊得很嗨的人，感情就是这么容易调动的！💬,0.0,0.0,0.93,0.0,0.0,0.09
昨晚跟朋友们聊到什么是“真爱”，结果聊了整整一个晚上，我觉得自己终于有了答案。💘,0.0,0.0,0.65,0.14,0.16,0.15
今天去看了场电影，里面的男主角帅得我差点昏过去！哈哈哈，这种小确幸就够我幸福很久了！🎥💘,0.0,0.0,1.0,0.0,0.0,0.0
我心情好就什么都想做，心情不好也能马上把它调整好，生活就是这样，不如意的时候拍拍尘土继续走！🚶‍♀️,0.11,0.0,0.93,0.0,0.07,0.0
和朋友一起做了一些疯狂的决定，虽然有点后悔，但说真的，也蛮刺激的！🌪️,0.0,0.0,0.96,0.0,0.0,0.0
自从我开始做自己喜欢的事，才发现生活原来这么精彩，每一天都像是在跳舞！💃,0.07,0.0,0.94,0.0,0.0,0.14
你知道吗，我就是那种一兴奋就会笑出声的人，今天就这样，突然觉得自己好开心！😄,0.0,0.0,0.96,0.0,0.0,0.07
今晚是一个很适合和朋友聊天、吃宵夜的夜晚，大家都来啊，我准备好了！🍟🍕,0.0,0.0,0.89,0.14,0.0,0.0
其实我是个超容易信任别人的人，虽然有时会吃亏，但我宁愿这样，因为这样才有温暖的互动！🤗,0.0,0.0,0.94,0.0,0.06,0.0
最近觉得自己越来越懂得生活的意义，就是每天都充实、开心地度过！💖,0.0,0.0,1.0,0.0,0.0,0.0
一起吃火锅的时候，真的是最幸福的时光了，吃着吃着话也越说越多，感情就是这样越来越深！🍲,0.0,0.0,1.0,0.0,0.0,0.0
生活太短暂了，能做的事情实在是太多，哪怕每天都试新的事物，我都觉得特别满足！🍽️,0.0,0.0,1.0,0.0,0.0,0.0
朋友说我情绪多变，其实我觉得我就是活得最真实的人！有喜有悲，但都是真实的自己！😅,0.0,0.0,0.93,0.0,0.06,0.08
今天在街头看到好多新奇的事物，真希望我能每一刻都能感受到这个世界的美好！🌸,0.0,0.0,1.0,0.0,0.0,0.08
今天决定改变一下发型，心情也瞬间变得不一样了！小改变带来大惊喜！✂️,0.0,0.0,0.9,0.07,0.0,0.14
总是很期待能遇见更多让我感到惊喜和挑战的人，世界上没有两个完全相同的灵魂！🦋,0.0,0.0,0.96,0.0,0.0,0.09
也许人真的要在爱与不爱之间找到平衡，随时准备拥抱更多的美好！💖,0.0,0.0,0.77,0.06,0.09,0.0
做我喜欢做的事，和我喜欢的人在一起，每一天都充满惊喜，怎么能不快乐呢！🎉,0.08,0.0,1.0,0.0,0.0,0.0
