posts,angry,fear,happy,neutral,sad,surprise
今天帮爸爸修理了那台老电视，虽然有点复杂，但看到他满意的笑容，觉得一切都值得😊,0.0,0,1.0,0.0,0.06,0.0
下班后去参加了一个志愿者活动，看到大家的笑脸，心里特别温暖，原来帮助别人也是一种幸福🎗️,0.0,0,1.0,0.0,0.0,0.0
中午和朋友一起做了手工香皂，虽然一开始有点小手忙脚乱，但做出来的香皂香气扑鼻，成就感满满✨,0.0,0,1.0,0.0,0.0,0.0
今天终于鼓起勇气和邻居聊了两句，觉得原来人际交往并没有那么难，关键是放下自己的顾虑👋,0.0,0,0.7,0.15,0.14,0.14
和朋友一起去逛书店，看到好多新的书，想要带回家慢慢读，生活中的小确幸就在这些瞬间📚,0.07,0,0.99,0.0,0.0,0.06
今天做了一个温暖的小晚餐，虽然简单，但看到家人吃得开心，我也很满足🍲,0.0,0,1.0,0.0,0.0,0.0
最近在听一张老歌专辑，旋律带我回到青春时光，真是美好啊🎶,0.0,0,1.0,0.0,0.0,0.0
下午给自己买了些花，放在客厅里，每天看着它们开花，心情都特别好🌺,0.07,0,0.98,0.0,0.08,0.0
去了趟老街，看到好多小时候的老店，味道依旧，仿佛回到了从前的美好时光🍜,0.0,0,0.89,0.0,0.19,0.07
最近常常想起小时候和爸妈一起过的那些日子，虽然简单，却总是充满着温馨的回忆💭,0.0,0,0.92,0.0,0.15,0.0
在家休息了一整天，觉得充电完毕，准备迎接新的一周的挑战！💪,0.0,0,0.91,0.0,0.07,0.0
今天陪妈妈去了超市，看到她挑选蔬菜的样子，突然觉得她真的很了不起🌿,0.0,0,0.98,0.0,0.05,0.0
给自己做了一个简单的手工小饰品，虽然不是很完美，但这种DIY的过程让我觉得特别有成就感💍,0.0,0,0.97,0.05,0.0,0.0
最近迷上了喝绿茶，觉得比咖啡要健康多了，每次泡上一杯，整个人都能放松下来🍵,0.0,0,0.93,0.16,0.06,0.0
中午和同事去吃了那家新开的餐厅，虽然没什么特别的，但大家坐在一起聊得很开心，心情也变得更好了🍽️,0.12,0,1.0,0.0,0.07,0.0
今天下午陪朋友去做了瑜伽，虽然动作做得不够好，但看着镜子里自己微笑的脸，觉得生活好简单💫,0.0,0,1.0,0.0,0.0,0.06
家里有个小小的书角，整理起来有点花时间，但每当坐下来喝一杯茶读书时，觉得这一切都值得📚,0.0,0,0.93,0.05,0.1,0.0
今天为自己做了一个小小的仪式感，泡了热水泡脚，放松了一下，感觉身心都得到了舒展🛁,0.0,0,0.93,0.13,0.0,0.0
每天在工作结束后，都会去公园走一走，感觉那些简单的步伐也是对自己最好的犒赏👟,0.0,0,1.0,0.07,0.09,0.0
终于下定决心开始学习插花，虽然刚开始做得很不熟练，但看到花束渐渐有了形状，心情特别满足🌷,0.05,0,1.0,0.0,0.07,0.0
今天在街角的小店买了一束花，放在桌子上，觉得心情瞬间变得明亮了很多🌸,0.0,0,0.83,0.1,0.11,0.0
下午带着朋友去了古老的街区，走在青石板路上，突然觉得这座城市藏着太多不为人知的故事🛤️,0.06,0,0.45,0.23,0.33,0.12
刚刚为朋友做了一张生日卡片，手工做的，虽然不完美，但我知道她会喜欢这种心意💌,0.08,0,1.0,0.0,0.0,0.0
今天去菜市场买菜，看到好多新鲜的食材，打算今晚做个丰盛的晚餐，让家人吃得开心🍴,0.06,0,1.0,0.0,0.0,0.0
和爸爸一起去修理了车，虽然有点小麻烦，但过程中的互动让我觉得特别有意义🚗,0.06,0,1.0,0.0,0.0,0.0
今天去参加了一个摄影展，看着那些美丽的作品，我也决定开始学摄影了，希望能捕捉生活中的点点滴滴📷,0.08,0,0.94,0.0,0.0,0.0
今天逛了一家小书店，发现了一本很喜欢的书，马上带回家开始阅读，真是让人愉快的小确幸📚,0.0,0,1.0,0.0,0.0,0.0
刚在超市里碰到了久违的朋友，聊了好久，虽然时间不多，但这种偶遇总是让人感到特别温暖👭,0.09,0,1.0,0.0,0.0,0.0
终于在家里种下了第一颗多肉植物，打算好好照顾它，希望它能和我一起慢慢成长🌱,0.0,0,0.93,0.0,0.12,0.0
今晚给自己做了一顿简单的晚餐，虽然不复杂，但每一口都充满着温暖的感觉🍝,0.0,0,1.0,0.07,0.0,0.0
